"ProductCode","ProductName","ProductVersion","OpSystemCode","MfgCode","Language","ApplicationType"
2475,"Nero 5","5.5","WINNT4.0","Ahead","English, French, German, Italian, Spanish","CD Burning"
2475,"Nero 5","5.5","WINXP","Ahead","English, French, German, Italian, Spanish","CD Burning"
2476,"Diskeeper","7.0","WIN","Executive","English","Utility"
2476,"Diskeeper","7.0","WIN2000","Executive","English","Utility"
2476,"Diskeeper","7.0","WIN9X","Executive","English","Utility"
2476,"Diskeeper","7.0","WINME","Executive","English","Utility"
2476,"Diskeeper","7.0","WINNT4.0","Executive","English","Utility"
2476,"Diskeeper","7.0","WINXP","Executive","English","Utility"
2477,"PartitionMagic","7.0","WIN","PowerQuest","English","Utility"
2477,"PartitionMagic","7.0","WIN2000","PowerQuest","English","Utility"
2477,"PartitionMagic","7.0","WIN9X","PowerQuest","English","Utility"
2477,"PartitionMagic","7.0","WINME","PowerQuest","English","Utility"
2477,"PartitionMagic","7.0","WINNT4.0","PowerQuest","English","Utility"
2477,"PartitionMagic","7.0","WINXP","PowerQuest","English","Utility"
2478,"Easy CD Creator","5 Platinum","WIN","Roxio","English","CD Burning"
2478,"Easy CD Creator","5 Platinum","WIN2000","Roxio","English","CD Burning"
2478,"Easy CD Creator","5 Platinum","WIN98","Roxio","English","CD Burning"
2478,"Easy CD Creator","5 Platinum","WINME","Roxio","English","CD Burning"
2478,"Easy CD Creator","5 Platinum","WINNT4.0","Roxio","English","CD Burning"
2478,"Easy CD Creator","5 Platinum","WINXP","Roxio","English","CD Burning"
2479,"Conversion Plus Suite"," Win 6.05","WIN","DataViz","English","Conversion Tool"
2479,"Conversion Plus Suite"," Win 6.05","WIN2000","DataViz","English","Conversion Tool"
2479,"Conversion Plus Suite"," Win 6.05","WIN9X","DataViz","English","Conversion Tool"
2479,"Conversion Plus Suite"," Win 6.05","WINME","DataViz","English","Conversion Tool"
2479,"Conversion Plus Suite"," Win 6.05","WINNT4.0","DataViz","English","Conversion Tool"
2479,"Conversion Plus Suite"," Win 6.05","WINXP","DataViz","English","Conversion Tool"
2480,"VirusScan","6.0","WIN","McAfee","English","Utility"
2480,"VirusScan","6.0","WIN2000","McAfee","English","Utility"
2480,"VirusScan","6.0","WIN9X","McAfee","English","Utility"
2480,"VirusScan","6.0","WINME","McAfee","English","Utility"
2480,"VirusScan","6.0","WINNT4.0","McAfee","English","Utility"
2480,"VirusScan","6.0","WINXP","McAfee","English","Utility"
2481,"Complete Accounting","2003","WIN","Peachtree","English","Accounting"
2481,"Complete Accounting","2003","WIN2000","Peachtree","English","Accounting"
2481,"Complete Accounting","2003","WIN9X","Peachtree","English","Accounting"
2481,"Complete Accounting","2003","WINME","Peachtree","English","Accounting"
2481,"Complete Accounting","2003","WINNT4.0","Peachtree","English","Accounting"
2481,"Complete Accounting","2003","WINXP","Peachtree","English","Accounting"
2482,"WS_FTP Pro","7.5","WIN","Ipswitch","English","FTP"
2482,"WS_FTP Pro","7.5","WIN2000","Ipswitch","English","FTP"
2482,"WS_FTP Pro","7.5","WIN9X","Ipswitch","English","FTP"
2482,"WS_FTP Pro","7.5","WINME","Ipswitch","English","FTP"
2482,"WS_FTP Pro","7.5","WINXP","Ipswitch","English","FTP"
2483,"WinZip","8.1","WIN","Winzip","English","Utility"
2483,"WinZip","8.1","WIN2000","Winzip","English","Utility"
2483,"WinZip","8.1","WIN9X","Winzip","English","Utility"
2483,"WinZip","8.1","WINME","Winzip","English","Utility"
2483,"WinZip","8.1","WINNT","Winzip","English","Utility"
2483,"WinZip","8.1","WINXP","Winzip","English","Utility"
2484,"Retrospect Desktop Backup","5.0","MacOSX","Dantz","English","Unknown"
2484,"Retrospect Desktop Backup","5.0","mac90","Dantz","English","Unknown"
2485,"Spring Cleaning","5.0","MacOSX","Aladdin","English","Utility"
2485,"Spring Cleaning","5.0","mac86","Aladdin","English","Utility"
2486,"Office:Mac","10","MacOSX","Microsoft","English","Suite"
2487,"Conflict Catcher","9","MacOS9X","Cassidy","English","Utility"
2487,"Conflict Catcher","9","mac86","Cassidy","English","Utility"
2488,"Virtual PC for Mac","5 with Win 98","MacOS9X","Connectix","English","PC Emulator"
2488,"Virtual PC for Mac","5 with Win 98","MacOSX","Connectix","English","PC Emulator"
2489,"Virtual PC for Mac","5 with PC-DOS","MacOS9X","Connectix","English","PC Emulator"
2489,"Virtual PC for Mac","5 with PC-DOS","MacOSX","Connectix","English","PC Emulator"
2490,"Mac OS X","10.2 Jaguar","MacOSX10.2","Apple","English,Japanese","Operating System"
2491,"Personal Firewall","2.0 for Mac","Mac8X","SYM","English","Utility"
2491,"Personal Firewall","2.0 for Mac","MacOS9X","SYM","English","Utility"
2491,"Personal Firewall","2.0 for Mac","MacOSX","SYM","English","Utility"
2492,"Final Cut Pro","3","Mac1011","Apple","English","Video"
2492,"Final Cut Pro","3","Mac922","Apple","English","Video"
2493,"ZoneAlarm Pro","3","WIN","Broderbund","English","Utility"
2493,"ZoneAlarm Pro","3","WIN2000","Broderbund","English","Utility"
2493,"ZoneAlarm Pro","3","WIN98","Broderbund","English","Utility"
2493,"ZoneAlarm Pro","3","WINME","Broderbund","English","Utility"
2493,"ZoneAlarm Pro","3","WINNT","Broderbund","English","Utility"
2493,"ZoneAlarm Pro","3","WINXP","Broderbund","English","Utility"
2494,"Bookshelf","94","DOS3.1","Microsoft","English","Unknown"
2494,"Bookshelf","94","Gen","Microsoft","English","Unknown"
2494,"Bookshelf","94","WIN2000","Microsoft","English","Unknown"
2494,"Bookshelf","94","WIN31","Microsoft","English","Unknown"
2494,"Bookshelf","94","WIN9X","Microsoft","English","Unknown"
2494,"Bookshelf","94","WINME","Microsoft","English","Unknown"
2494,"Bookshelf","94","WINXP","Microsoft","English","Unknown"
2495,"Encarta Encyclopedia","95","WIN","Microsoft","English","Encyclopedia"
2496,"Windows 98 with Plus! 98","Second Edition","WIN","Microsoft","English","Unknown"
2496,"Windows 98 with Plus! 98","Second Edition","WIN98","Microsoft","English","Unknown"
2497,"Wine Guide","N/A","WIN","Microsoft","English","Unknown"
2498,"Bob","1.0","WIN","Microsoft","English","Unknown"
2499,"Money","3.0","WIN","Microsoft","English","Money Mangement"
2500,"Works","3.0","WIN","Microsoft","English","Word Processor"
2501,"Colorado Backup","2.04 ForWindows","WIN","Colorado","English","Tape Backup Software"
2502,"Gateway","4.07","DOS","Colorado","English","Tape Backup Software"
2503,"Netscape Navigator","1.2 for Windows","WIN","Netscape","English","Web Browser"
2504,"Dell Precision Workstation ResourceCD: Drivers and Utilities","5.08October2002","WIN","Dell","English","Utility"
2505,"Dell Application CD - Roxio Easy CD Creator 5.2","May 2002","WIN","Dell","English","CD Burning"
2506,"VMWare Installed Programs","002","WIN","Doug","English","Virtual Machine installs"
2507,"VMWare Installed Programs","003","WIN","Doug","English","Virtual Machine installs"
2508,"MSDN Subscriptions Index","December 2002","WIN","Microsoft","English","Unknown"
2509,"Internet Explorer Versions","December 2002","WIN","Microsoft","English","Web Browser"
2510,"Commerce Server 2002","SP1 Dec. 2002","WIN","Microsoft","English, French, German, Japanese","Unknown"
2511,"Comerce Server 2000","SP3 Dec. 2002","WIN","Microsoft","English, French, German, Japanese","Unknown"
2512,"Host Integration Server 2000","SP1 Dec 2002","WIN","Microsoft","English,Japanese","Unknown"
2513,"Systems Management Server 2.0","SP2ICP5 Dec2002","WIN","Microsoft","multilanguage","Unknown"
2514,"Systems Management Server 2.0","SP4ICP5 Dec2002","WIN","Microsoft","multilanguage","Unknown"
2515,"SharePoint Portal Server 2001","SP1 Dec. 2002","WIN","Microsoft","English, French, German, Italian, Japanese, Spanish","Unknown"
2516,"Systems Management Server 2003","Beta Dec. 2002","WIN","Microsoft","English","Unknown"
2517,"Systems Management Server 2003 Beta International Client Pack 1","December 2002","WIN","Microsoft","multilanguage","Unknown"
2518,"CorelDRAW Graphics Suite","11","Gen","Corel","English","Graphics Suite"
2518,"CorelDRAW Graphics Suite","11","MacOSX","Corel","English","Graphics Suite"
2518,"CorelDRAW Graphics Suite","11","WIN","Corel","English","Graphics Suite"
2518,"CorelDRAW Graphics Suite","11","WIN2000","Corel","English","Graphics Suite"
2518,"CorelDRAW Graphics Suite","11","WIN98","Corel","English","Graphics Suite"
2518,"CorelDRAW Graphics Suite","11","WINME","Corel","English","Graphics Suite"
2518,"CorelDRAW Graphics Suite","11","WINNT4.0","Corel","English","Graphics Suite"
2518,"CorelDRAW Graphics Suite","11","WINXP","Corel","English","Graphics Suite"
2519,"Ghost","2003","WIN","SYM","English","Utility"
2519,"Ghost","2003","WIN2000","SYM","English","Utility"
2519,"Ghost","2003","WIN98","SYM","English","Utility"
2519,"Ghost","2003","WINME","SYM","English","Utility"
2519,"Ghost","2003","WINNTWorkstatio","SYM","English","Utility"
2519,"Ghost","2003","WINXP","SYM","English","Utility"
2520,"Drive Image","2002","WIN","PowerQuest","English, French, German, Italian, Spanish","Utility"
2520,"Drive Image","2002","WIN2000","PowerQuest","English, French, German, Italian, Spanish","Utility"
2520,"Drive Image","2002","WIN9X","PowerQuest","English, French, German, Italian, Spanish","Utility"
2520,"Drive Image","2002","WINME","PowerQuest","English, French, German, Italian, Spanish","Utility"
2520,"Drive Image","2002","WINXP","PowerQuest","English, French, German, Italian, Spanish","Utility"
2520,"Drive Image","2002","WinNT4.0Work","PowerQuest","English, French, German, Italian, Spanish","Utility"
2521,"Excel","2002 Upgrade","WIN","Microsoft","English","Spreadsheet"
2521,"Excel","2002 Upgrade","WIN2000","Microsoft","English","Spreadsheet"
2521,"Excel","2002 Upgrade","WIN98","Microsoft","English","Spreadsheet"
2521,"Excel","2002 Upgrade","WINME","Microsoft","English","Spreadsheet"
2521,"Excel","2002 Upgrade","WINNT4.0","Microsoft","English","Spreadsheet"
2521,"Excel","2002 Upgrade","WINXP","Microsoft","English","Spreadsheet"
2522,"Word","2002 Upgrade","WIN","Microsoft","English","Word Processor"
2522,"Word","2002 Upgrade","WIN2000","Microsoft","English","Word Processor"
2522,"Word","2002 Upgrade","WIN98","Microsoft","English","Word Processor"
2522,"Word","2002 Upgrade","WINME","Microsoft","English","Word Processor"
2522,"Word","2002 Upgrade","WINNT4.0","Microsoft","English","Word Processor"
2522,"Word","2002 Upgrade","WINXP","Microsoft","English","Word Processor"
2523,"FileMaker Pro","6 for Windows","WIN","FileMaker Inc.","English","Database Management System"
2523,"FileMaker Pro","6 for Windows","WIN2000","FileMaker Inc.","English","Database Management System"
2523,"FileMaker Pro","6 for Windows","WIN98","FileMaker Inc.","English","Database Management System"
2523,"FileMaker Pro","6 for Windows","WINME","FileMaker Inc.","English","Database Management System"
2523,"FileMaker Pro","6 for Windows","WINNT4.0","FileMaker Inc.","English","Database Management System"
2523,"FileMaker Pro","6 for Windows","WINXP","FileMaker Inc.","English","Database Management System"
2524,"WordPerfect Office","2002 Standard","WIN","Corel","English","Suite"
2524,"WordPerfect Office","2002 Standard","WIN2000","Corel","English","Suite"
2524,"WordPerfect Office","2002 Standard","WIN9X","Corel","English","Suite"
2524,"WordPerfect Office","2002 Standard","WINME","Corel","English","Suite"
2524,"WordPerfect Office","2002 Standard","WINNT4.0","Corel","English","Suite"
2524,"WordPerfect Office","2002 Standard","WINXP","Corel","English","Suite"
2525,"DriveCopy","4.0","DOS","PowerQuest","English, French, German, Italian, Spanish","Utility"
2525,"DriveCopy","4.0","Gen","PowerQuest","English, French, German, Italian, Spanish","Utility"
2525,"DriveCopy","4.0","Linux","PowerQuest","English, French, German, Italian, Spanish","Utility"
2525,"DriveCopy","4.0","WIN2000","PowerQuest","English, French, German, Italian, Spanish","Utility"
2525,"DriveCopy","4.0","WIN9X","PowerQuest","English, French, German, Italian, Spanish","Utility"
2525,"DriveCopy","4.0","WINME","PowerQuest","English, French, German, Italian, Spanish","Utility"
2525,"DriveCopy","4.0","WINNT40Work","PowerQuest","English, French, German, Italian, Spanish","Utility"
2526,"SmartSuite","9.7Millenium Ed","WIN","Lotus","English","Suite"
2526,"SmartSuite","9.7Millenium Ed","WIN2000","Lotus","English","Suite"
2526,"SmartSuite","9.7Millenium Ed","WIN98","Lotus","English","Suite"
2526,"SmartSuite","9.7Millenium Ed","WINME","Lotus","English","Suite"
2526,"SmartSuite","9.7Millenium Ed","WINNT4.0","Lotus","English","Suite"
2526,"SmartSuite","9.7Millenium Ed","WINXP","Lotus","English","Suite"
2527,"Screen Creator","Deluxe","WIN","Individual","English","Graphic/Drawing"
2527,"Screen Creator","Deluxe","WIN2000","Individual","English","Graphic/Drawing"
2527,"Screen Creator","Deluxe","WIN9X","Individual","English","Graphic/Drawing"
2527,"Screen Creator","Deluxe","WINME","Individual","English","Graphic/Drawing"
2527,"Screen Creator","Deluxe","WINNT","Individual","English","Graphic/Drawing"
2527,"Screen Creator","Deluxe","WINXP","Individual","English","Graphic/Drawing"
2528,"QuickClean","3.0","WIN","McAfee","English","Utility"
2528,"QuickClean","3.0","WIN2000","McAfee","English","Utility"
2528,"QuickClean","3.0","WIN98","McAfee","English","Utility"
2528,"QuickClean","3.0","WINME","McAfee","English","Utility"
2528,"QuickClean","3.0","WINXP","McAfee","English","Utility"
2528,"QuickClean","3.0","WinNT4.0Work","McAfee","English","Utility"
2529,"Firewall","4.0","WIN","McAfee","English","Utility"
2529,"Firewall","4.0","WIN2000","McAfee","English","Utility"
2529,"Firewall","4.0","WIN98","McAfee","English","Utility"
2529,"Firewall","4.0","WINME","McAfee","English","Utility"
2529,"Firewall","4.0","WINXP","McAfee","English","Utility"
2530,"VirusScan","7.0","WIN","McAfee","English","Anti Virus"
2530,"VirusScan","7.0","WIN2000","McAfee","English","Anti Virus"
2530,"VirusScan","7.0","WIN98","McAfee","English","Anti Virus"
2530,"VirusScan","7.0","WINME","McAfee","English","Anti Virus"
2530,"VirusScan","7.0","WINXP","McAfee","English","Anti Virus"
2531,"Internet Security","5.0","WIN","McAfee","English","Utility"
2531,"Internet Security","5.0","WIN2000","McAfee","English","Utility"
2531,"Internet Security","5.0","WIN98","McAfee","English","Utility"
2531,"Internet Security","5.0","WINME","McAfee","English","Utility"
2531,"Internet Security","5.0","WINXP","McAfee","English","Utility"
2532,"Active Perl","5.8.0 Build 804","WIN","Unknown","English","Programming Language"
2533,"Windows Installer","2.0","WIN","Unknown","English","Utility"
2533,"Windows Installer","2.0","WIN2000","Unknown","English","Utility"
2533,"Windows Installer","2.0","WIN95","Unknown","English","Utility"
2533,"Windows Installer","2.0","WIN98","Unknown","English","Utility"
2534,"Windows 2000 Server","April 2002","WIN","Microsoft","English","Operating System"
2535,"Windows 2000 Advanced Server","April 2002","WIN","Microsoft","English","Operating System"
2536,"Windows 2000 Security Rollup Package 1","April 2002","WIN","Microsoft","English","Operating System"
2537,"MSN","8","WIN","Microsoft","English","Internet"
2537,"MSN","8","WIN2000","Microsoft","English","Internet"
2537,"MSN","8","WIN95","Microsoft","English","Internet"
2537,"MSN","8","WIN98","Microsoft","English","Internet"
2537,"MSN","8","WIN9X","Microsoft","English","Internet"
2537,"MSN","8","WINME","Microsoft","English","Internet"
2537,"MSN","8","WINNT","Microsoft","English","Internet"
2537,"MSN","8","WINXP","Microsoft","English","Internet"
2538,"Train Simulator","1.0","WIN","Microsoft","English","Game,Videogame"
2538,"Train Simulator","1.0","WIN2000","Microsoft","English","Game,Videogame"
2538,"Train Simulator","1.0","WIN9X","Microsoft","English","Game,Videogame"
2538,"Train Simulator","1.0","WINME","Microsoft","English","Game,Videogame"
2539,"AppleWorks","5","Gen","Apple","English","Suite"
2539,"AppleWorks","5","Mac75","Apple","English","Suite"
2539,"AppleWorks","5","WIN95","Apple","English","Suite"
2539,"AppleWorks","5","WINNT4.0","Apple","English","Suite"
2540,"Dimensions","3.0","WIN","Adobe","English","Graphic/Drawing"
2540,"Dimensions","3.0","WIN2000","Adobe","English","Graphic/Drawing"
2540,"Dimensions","3.0","WIN9X","Adobe","English","Graphic/Drawing"
2540,"Dimensions","3.0","WINME","Adobe","English","Graphic/Drawing"
2540,"Dimensions","3.0","WINNT4.0","Adobe","English","Graphic/Drawing"
2540,"Dimensions","3.0","WINXP","Adobe","English","Graphic/Drawing"
2541,"EZ-SCSI","1.0","DOS","Adaptec","English","Utility"
2541,"EZ-SCSI","1.0","Gen","Adaptec","English","Utility"
2541,"EZ-SCSI","1.0","WIN","Adaptec","English","Utility"
2542,"ASW-1400 ASPI Manager Set","2.0","os2","Adaptec","English","Unknown"
2543,"Norton Utilities","7.0","DOS60","SYM","English","Utility"
2543,"Norton Utilities","7.0","Gen","SYM","English","Utility"
2543,"Norton Utilities","7.0","WIN30","SYM","English","Utility"
2543,"Norton Utilities","7.0","WIN31","SYM","English","Utility"
2544,"Avia Mainframe Edition","7.0 Demo CD","WIN","Eicon","English","Unknown"
2544,"Avia Mainframe Edition","7.0 Demo CD","WIN95","Eicon","English","Unknown"
2544,"Avia Mainframe Edition","7.0 Demo CD","WINNT","Eicon","English","Unknown"
2545,"TCP/IP for OS/2","2.0","os2","IBM","English","Unknown"
2546,"Corel WordPerfect Suite","N/A","DOS3.3","Corel","English","Suite"
2546,"Corel WordPerfect Suite","N/A","Gen","Corel","English","Suite"
2546,"Corel WordPerfect Suite","N/A","WIN95","Corel","English","Suite"
2546,"Corel WordPerfect Suite","N/A","WINNT351","Corel","English","Suite"
2546,"Corel WordPerfect Suite","N/A","Win31x","Corel","English","Suite"
2547,"AfterDark","2.0","WIN","Berkley","English","Screen Saver"
2548,"Compact Auto Switch","2.1","UNK","InMac","English","Unknown"
2549,"Presentation Task Force","CGM 4.0","DOS","New Vision","English","Graphic/Drawing"
2549,"Presentation Task Force","CGM 4.0","Gen","New Vision","English","Graphic/Drawing"
2549,"Presentation Task Force","CGM 4.0","WIN","New Vision","English","Graphic/Drawing"
2550,"Colorado Backup","4.01 for DOS","DOS","Colorado","English","Tape Backup Software"
2551,"Visual J#",".NET Oct 2002","WIN","Microsoft","English, French, German, Italian, Japanese, Korean, Spanish, Chinese-Traditional","Visual Development"
2552,"VMWare Installed Programs","004","WIN98","NIST","English","Virtual Machine installs"
2553,"Platforms, Servers, Applications","August 2002","WIN","Microsoft","English","Unknown"
2554,"Windows 2000","August 2002","WIN","Microsoft","English","Operating System"
2555,"Windows 98","August 2002","WIN","Microsoft","English","Operating System"
2556,"Windows ME","August 2002","WIN","Microsoft","English","Operating System"
2557,"VBA SDK","6.3 August 2002","WIN","Microsoft","English","Unknown"
2558,"Windows Services for Unix","3.0 August 2002","WIN","Microsoft","English","Operating System"
2559,"Systems Management Server","2.0SP4 Aug 2002","WIN","Microsoft","English","Unknown"
2560,"Visio 2002","Pro SR1 Aug2002","WIN","Microsoft","English","Visual Development"
2561,"Project","2002 Aug 2002","WIN","Microsoft","English","Project Management"
2562,"Personal Firewall","2003","WIN","SYM","English","Utility"
2562,"Personal Firewall","2003","WIN2000","SYM","English","Utility"
2562,"Personal Firewall","2003","WIN98","SYM","English","Utility"
2562,"Personal Firewall","2003","WIN9X","SYM","English","Utility"
2562,"Personal Firewall","2003","WINME","SYM","English","Utility"
2562,"Personal Firewall","2003","WINNT","SYM","English","Utility"
2562,"Personal Firewall","2003","WINXP","SYM","English","Utility"
2563,"Platforms","August 2002","WIN","Microsoft","Korean, Chinese-Simplified, Chinese-Traditional, Thai","Unknown"
2564,"Internet Explorer","August 2002","WIN","Microsoft","Korean, Chinese-Simplified, Chinese-Traditional","Web Browser"
2565,"Windows 98","August 2002","WIN","Microsoft","Korean, Chinese-Simplified, Chinese-Traditional","Operating System"
2566,"Windows Me","August 2002","WIN","Microsoft","Korean, Chinese-Simplified, Chinese-Traditional","Operating System"
2567,"Windows 2000","August 2002","WIN","Microsoft","Korean, Chinese-Simplified, Chinese-Traditional","Operating System"
2568,"Windows XP","August 2002","WIN","Microsoft","Korean, Chinese-Simplified, Chinese-Traditional","Operating System"
2569,"Windows 98 Second Edition","August 2002","WIN","Microsoft","Thai","Operating System"
2570,"Windows Me","August 2002","WIN","Microsoft","Thai","Operating System"
2571,"OmniPage","Pro 12 Rev A","WIN","ScanSoft","English","Conversion Tool"
2571,"OmniPage","Pro 12 Rev A","WIN2000","ScanSoft","English","Conversion Tool"
2571,"OmniPage","Pro 12 Rev A","WIN98SE","ScanSoft","English","Conversion Tool"
2571,"OmniPage","Pro 12 Rev A","WINME","ScanSoft","English","Conversion Tool"
2571,"OmniPage","Pro 12 Rev A","WINNT4.0","ScanSoft","English","Conversion Tool"
2571,"OmniPage","Pro 12 Rev A","WINXP","ScanSoft","English","Conversion Tool"
2572,"Word","2002","WIN","Microsoft","English","Word Processor"
2572,"Word","2002","WIN2000","Microsoft","English","Word Processor"
2572,"Word","2002","WIN98","Microsoft","English","Word Processor"
2572,"Word","2002","WINME","Microsoft","English","Word Processor"
2572,"Word","2002","WINNT","Microsoft","English","Word Processor"
2572,"Word","2002","WINXP","Microsoft","English","Word Processor"
2573,"Excel","2002","WIN","Microsoft","English","Spreadsheet"
2573,"Excel","2002","WIN2000","Microsoft","English","Spreadsheet"
2573,"Excel","2002","WIN98","Microsoft","English","Spreadsheet"
2573,"Excel","2002","WINME","Microsoft","English","Spreadsheet"
2573,"Excel","2002","WINNT","Microsoft","English","Spreadsheet"
2573,"Excel","2002","WINXP","Microsoft","English","Spreadsheet"
2574,"PowerPoint","2002","WIN","Microsoft","English","Presentation"
2574,"PowerPoint","2002","WIN2000","Microsoft","English","Presentation"
2574,"PowerPoint","2002","WIN98","Microsoft","English","Presentation"
2574,"PowerPoint","2002","WINME","Microsoft","English","Presentation"
2574,"PowerPoint","2002","WINNT","Microsoft","English","Presentation"
2574,"PowerPoint","2002","WINXP","Microsoft","English","Presentation"
2575,"Publisher Deluxe with Photo Editing","2002","WIN","Microsoft","English","Publishing"
2575,"Publisher Deluxe with Photo Editing","2002","WIN2000","Microsoft","English","Publishing"
2575,"Publisher Deluxe with Photo Editing","2002","WIN98","Microsoft","English","Publishing"
2575,"Publisher Deluxe with Photo Editing","2002","WINME","Microsoft","English","Publishing"
2575,"Publisher Deluxe with Photo Editing","2002","WINNT","Microsoft","English","Publishing"
2575,"Publisher Deluxe with Photo Editing","2002","WINXP","Microsoft","English","Publishing"
2576,"Picture It! Photo","7.0","WIN","Microsoft","English","Picture Editor/Viewer"
2576,"Picture It! Photo","7.0","WIN2000","Microsoft","English","Picture Editor/Viewer"
2576,"Picture It! Photo","7.0","WIN95","Microsoft","English","Picture Editor/Viewer"
2576,"Picture It! Photo","7.0","WIN98","Microsoft","English","Picture Editor/Viewer"
2576,"Picture It! Photo","7.0","WINME","Microsoft","English","Picture Editor/Viewer"
2576,"Picture It! Photo","7.0","WINNT","Microsoft","English","Picture Editor/Viewer"
2576,"Picture It! Photo","7.0","WINXP","Microsoft","English","Picture Editor/Viewer"
2577,"Visual C++ .net","2002 Standard","WIN","Microsoft","English","Programming Language"
2577,"Visual C++ .net","2002 Standard","WIN2000","Microsoft","English","Programming Language"
2577,"Visual C++ .net","2002 Standard","WIN98","Microsoft","English","Programming Language"
2577,"Visual C++ .net","2002 Standard","WINNT","Microsoft","English","Programming Language"
2577,"Visual C++ .net","2002 Standard","WINXP","Microsoft","English","Programming Language"
2578,"Visual Studio .net Knowledge Base","2002","WIN","Microsoft","English","Unknown"
2578,"Visual Studio .net Knowledge Base","2002","WIN2000","Microsoft","English","Unknown"
2578,"Visual Studio .net Knowledge Base","2002","WINXP","Microsoft","English","Unknown"
2579,"Works Suite","2003","WIN","Microsoft","English","Suite"
2579,"Works Suite","2003","WIN2000","Microsoft","English","Suite"
2579,"Works Suite","2003","WIN98","Microsoft","English","Suite"
2579,"Works Suite","2003","WINME","Microsoft","English","Suite"
2579,"Works Suite","2003","WINXP","Microsoft","English","Suite"
2580,"Internet Security","2003","WIN","SYM","English","Utility"
2580,"Internet Security","2003","WIN2000","SYM","English","Utility"
2580,"Internet Security","2003","WIN98","SYM","English","Utility"
2580,"Internet Security","2003","WIN9X","SYM","English","Utility"
2580,"Internet Security","2003","WINME","SYM","English","Utility"
2580,"Internet Security","2003","WINNT","SYM","English","Utility"
2580,"Internet Security","2003","WINXP","SYM","English","Utility"
2581,"VirusScan","7.0Professional","WIN","McAfee","English","Utility"
2581,"VirusScan","7.0Professional","WIN2000","McAfee","English","Utility"
2581,"VirusScan","7.0Professional","WIN98","McAfee","English","Utility"
2581,"VirusScan","7.0Professional","WINME","McAfee","English","Utility"
2581,"VirusScan","7.0Professional","WINXP","McAfee","English","Utility"
2582,"Lawyer 2002","Wills","WIN","Nolo","English","Legal Planner"
2582,"Lawyer 2002","Wills","WIN2000","Nolo","English","Legal Planner"
2582,"Lawyer 2002","Wills","WIN9X","Nolo","English","Legal Planner"
2582,"Lawyer 2002","Wills","WINME","Nolo","English","Legal Planner"
2582,"Lawyer 2002","Wills","WINXP","Nolo","English","Legal Planner"
2583,"Office XP - for Students and Teachers","2002 Standard","WIN","Microsoft","English","Suite"
2583,"Office XP - for Students and Teachers","2002 Standard","WIN2000","Microsoft","English","Suite"
2583,"Office XP - for Students and Teachers","2002 Standard","WIN98","Microsoft","English","Suite"
2583,"Office XP - for Students and Teachers","2002 Standard","WINME","Microsoft","English","Suite"
2583,"Office XP - for Students and Teachers","2002 Standard","WINNT","Microsoft","English","Suite"
2583,"Office XP - for Students and Teachers","2002 Standard","WINXP","Microsoft","English","Suite"
2584,"Applications, Platforms, Servers","August 2002","WIN","Microsoft","Japanese","Unknown"
2585,"Internet Explorer","August 2002","WIN","Microsoft","Japanese","Web Browser"
2586,"Windows 98","August 2002","WIN","Microsoft","Japanese","Operating System"
2587,"Windows Me","August 2002","WIN","Microsoft","Japanese","Operating System"
2588,"Windows 2000","August 2002","WIN","Microsoft","Japanese","Operating System"
2589,"Windows XP","August 2002","WIN","Microsoft","Japanese","Operating System"
2590,"Commerce Server 2002 Developer Edition","August 2002","WIN","Microsoft","Japanese","Unknown"
2591,"Visio 2002 Professional","SR-1 Aug2002","WIN","Microsoft","Japanese","Visual Development"
2592,"Platforms, SDK/DDK, Developer Tools","October 2002","WIN","Microsoft","English","Unknown"
2593,"Windows .NET Server","RC1 October2002","WIN","Microsoft","English","Unknown"
2594,"Windows XP versions","October 2002","WIN","Microsoft","English","Operating System"
2595,"Windows 2000 versions","October 2002","WIN","Microsoft","English","Operating System"
2596,"Internet Explorer","October 2002","WIN","Microsoft","English","Web Browser"
2597,".NET Framework SDK","October 2002","WIN","Microsoft","English","Software Development"
2598,"Direct X SDK","8.1 October2002","WIN","Microsoft","English","Software Development"
2599,"Platform SDK","July 2002","WIN","Microsoft","English","Software Development"
2600,"eMbedded Visual C++ 4.0","SP1 October2002","WIN","Microsoft","English","Programming Language"
2601,"VBA SDK","6.3 October2002","WIN","Microsoft","English","Software Development"
2602,"Windows DDKs","October 2002","WIN","Microsoft","English","DDK"
2603,"Platforms, SDK/DDK","October 2002","WIN","Microsoft","Dutch, French, German, Italian, Portuguese, Spanish","Unknown"
2604,"Windows .NET Server","RC1 October2002","WIN","Microsoft","German","Operating System"
2605,"Windows XP","October 2002","WIN","Microsoft","Italian, Portuguese-Portugal","Operating System"
2606,"Windows 2000","October 2002","WIN","Microsoft","Dutch, French, German, Italian, Portuguese, Spanish","Operating System"
2607,"Windows 98","October 2002","WIN","Microsoft","German","Operating System"
2608,"Windows Me","October 2002","WIN","Microsoft","German","Operating System"
2609,".NET Framework SDK","October 2002","WIN","Microsoft","French, German, Italian, Spanish","Software Development"
2610,"MSDN Subscriptions Library","January 2003","WIN","Microsoft","English","Unknown"
2610,"MSDN Subscriptions Library","January 2003","WINNT","Microsoft","English","Unknown"
2611,"MSDN Subscriptions Index","January 2003","WIN","Microsoft","English","Unknown"
2612,".NET Framework SDK","January 2003","WIN","Microsoft","English","Software Development"
